Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q96D71|REPS1_HUMAN	Q96D71	REPS1_HUMAN	REPS1	796	Homo sapiens	RalBP1-associated Eps domain-containing protein 1	1:Experimental evidence at protein level	1.26	1.0000	0.9990	2	1	2	1	0	1	1.1759236E7	4414867.0	1.1759236E7			
sp|Q96D96|HVCN1_HUMAN	Q96D96	HVCN1_HUMAN	HVCN1	273	Homo sapiens	Voltage-gated hydrogen channel 1	1:Experimental evidence at protein level	9.52	1.0000	0.9990	2	2	2	4	4	4	4.2700324E7	4.2700324E7	4.2700324E7	8C(57.0214)		
sp|Q96DA2|RB39B_HUMAN	Q96DA2	RB39B_HUMAN	RAB39B	213	Homo sapiens	Ras-related protein Rab-39B	1:Experimental evidence at protein level	32.39	1.0000	0.9990	6	3	4	12	4	5	5.5704922E8	6.1708656E7	6.1708656E7			
sp|Q96DB5|RMD1_HUMAN	Q96DB5	RMD1_HUMAN	RMDN1	314	Homo sapiens	Regulator of microtubule dynamics protein 1	1:Experimental evidence at protein level	11.15	1.0000	0.9990	4	3	4	5	4	5	1.4771912E8	1.40328016E8	1.4771912E8			
sp|Q96DD7|SHSA4_HUMAN	Q96DD7	SHSA4_HUMAN	SHISA4	197	Homo sapiens	Protein shisa-4	1:Experimental evidence at protein level	4.57	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q96DE0|NUD16_HUMAN	Q96DE0	NUD16_HUMAN	NUDT16	195	Homo sapiens	U8 snoRNA-decapping enzyme	1:Experimental evidence at protein level	9.23	1.0000	0.9990	2	1	1	5	2	2	8.4461928E7	4.9615744E7	4.9615744E7			
sp|Q96DG6|CMBL_HUMAN	Q96DG6	CMBL_HUMAN	CMBL	245	Homo sapiens	Carboxymethylenebutenolidase homolog	1:Experimental evidence at protein level	45.71	1.0000	0.9990	12	12	12	23	23	23	7.8844608E8	7.8844608E8	7.8844608E8	3C(57.0214),3C(57.0214),3C(57.0214),4C(57.0214),7C(57.0214), 9C(57.0214), N-term(42.0106),7C(57.0214), 9C(57.0214), N-term(42.0106),7C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|Q96DH6|MSI2H_HUMAN	Q96DH6	MSI2H_HUMAN	MSI2	328	Homo sapiens	RNA-binding protein Musashi homolog 2	1:Experimental evidence at protein level	31.40	1.0000	0.9990	9	7	9	17	14	17	8.5912499E8	6.8141734E8	8.5912499E8	2C(57.0214),2C(57.0214),2C(57.0214),7M(15.9949)		
sp|Q96DI7|SNR40_HUMAN	Q96DI7	SNR40_HUMAN	SNRNP40	357	Homo sapiens	U5 small nuclear ribonucleoprotein 40 kDa protein	1:Experimental evidence at protein level	37.54	1.0000	0.9990	9	9	9	12	12	12	1.66883376E8	1.66883376E8	1.66883376E8	7C(57.0214)		
sp|Q96DM3|RMC1_HUMAN	Q96DM3	RMC1_HUMAN	RMC1	657	Homo sapiens	Regulator of MON1-CCZ1 complex	1:Experimental evidence at protein level	1.22	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q96DR7|ARHGQ_HUMAN	Q96DR7	ARHGQ_HUMAN	ARHGEF26	871	Homo sapiens	Rho guanine nucleotide exchange factor 26	1:Experimental evidence at protein level	1.72	1.0000	0.9990	1	1	1	1	1	1	4575787.5	4575787.5	4575787.5	11C(57.0214)		
sp|Q96DU7|IP3KC_HUMAN	Q96DU7	IP3KC_HUMAN	ITPKC	683	Homo sapiens	Inositol-trisphosphate 3-kinase C	1:Experimental evidence at protein level	2.49	1.0000	0.9990	2	1	1	3	1	1	4.3888688E7	2.0893806E7	2.0893806E7			
sp|Q96DV4|RM38_HUMAN	Q96DV4	RM38_HUMAN	MRPL38	380	Homo sapiens	Large ribosomal subunit protein mL38	1:Experimental evidence at protein level	7.89	1.0000	0.9990	3	3	3	4	4	4	1.03200336E8	1.03200336E8	1.03200336E8			
sp|Q96DZ1|ERLEC_HUMAN	Q96DZ1	ERLEC_HUMAN	ERLEC1	483	Homo sapiens	Endoplasmic reticulum lectin 1	1:Experimental evidence at protein level	13.87	1.0000	0.9990	5	5	5	7	7	7	9.9317968E7	9.9317968E7	9.9317968E7	8C(57.0214)		
sp|Q96DZ9|CKLF5_HUMAN	Q96DZ9	CKLF5_HUMAN	CMTM5	223	Homo sapiens	CKLF-like MARVEL transmembrane domain-containing protein 5	1:Experimental evidence at protein level	14.35	1.0000	0.9990	2	2	2	5	5	5	9.0969176E7	9.0969176E7	9.0969176E7			
sp|Q96E11|RRFM_HUMAN	Q96E11	RRFM_HUMAN	MRRF	262	Homo sapiens	Ribosome-recycling factor, mitochondrial	1:Experimental evidence at protein level	7.25	1.0000	0.9990	1	1	1	1	1	1	7196854.0	7196854.0	7196854.0	7M(15.9949)		
sp|Q96E17|RAB3C_HUMAN	Q96E17	RAB3C_HUMAN	RAB3C	227	Homo sapiens	Ras-related protein Rab-3C	1:Experimental evidence at protein level	5.73	1.0000	0.9990	3	0	0	7	0	0	7.3368563E8	0	0			
sp|Q96E39|RMXL1_HUMAN	Q96E39	RMXL1_HUMAN	RBMXL1	390	Homo sapiens	RNA binding motif protein, X-linked-like-1	1:Experimental evidence at protein level	36.92	1.0000	0.9990	14	3	3	33	6	6	1.00114227E9	2.23755088E8	2.23755088E8			
sp|Q96EB1|ELP4_HUMAN	Q96EB1	ELP4_HUMAN	ELP4	424	Homo sapiens	Elongator complex protein 4	1:Experimental evidence at protein level	11.56	1.0000	0.9990	3	3	3	4	4	4	3.0661476E7	3.0661476E7	3.0661476E7			
sp|Q96EE3|SEH1_HUMAN	Q96EE3	SEH1_HUMAN	SEH1L	360	Homo sapiens	Nucleoporin SEH1	1:Experimental evidence at protein level	37.50	1.0000	0.9990	10	10	10	16	16	16	2.5484864E8	2.5484864E8	2.5484864E8	15C(57.0214),21C(57.0214),8C(57.0214),8C(57.0214),9C(57.0214)		
sp|Q96EF6|FBX17_HUMAN	Q96EF6	FBX17_HUMAN	FBXO17	278	Homo sapiens	F-box only protein 17	1:Experimental evidence at protein level	2.88	1.0000	0.9990	1	1	1	1	1	1	9203409.0	9203409.0	9203409.0			
sp|Q96EI5|TCAL4_HUMAN	Q96EI5	TCAL4_HUMAN	TCEAL4	215	Homo sapiens	Transcription elongation factor A protein-like 4	1:Experimental evidence at protein level	15.35	1.0000	0.9990	3	0	3	4	0	4	2.6439572E7	0	2.6439572E7			
sp|Q96EK5|KBP_HUMAN	Q96EK5	KBP_HUMAN	KIFBP	621	Homo sapiens	KIF-binding protein	1:Experimental evidence at protein level	6.44	1.0000	0.9990	3	3	3	4	4	4	2.7109918E7	2.7109918E7	2.7109918E7			
sp|Q96EK6|GNA1_HUMAN	Q96EK6	GNA1_HUMAN	GNPNAT1	184	Homo sapiens	Glucosamine 6-phosphate N-acetyltransferase	1:Experimental evidence at protein level	13.04	1.0000	0.9990	2	2	2	2	2	2	9586836.0	9586836.0	9586836.0	12C(57.0214)		
sp|Q96EK7|F120B_HUMAN	Q96EK7	F120B_HUMAN	FAM120B	910	Homo sapiens	Constitutive coactivator of peroxisome proliferator-activated receptor gamma	1:Experimental evidence at protein level	3.52	1.0000	0.9990	3	3	3	5	5	5	8.1906576E7	8.1906576E7	8.1906576E7			
sp|Q96EL2|RT24_HUMAN	Q96EL2	RT24_HUMAN	MRPS24	167	Homo sapiens	Small ribosomal subunit protein uS3m	1:Experimental evidence at protein level	4.79	1.0000	0.9990	1	1	1	2	2	2	1.4051959E7	1.4051959E7	1.4051959E7			
sp|Q96EM0|T3HPD_HUMAN	Q96EM0	T3HPD_HUMAN	L3HYPDH	354	Homo sapiens	Trans-3-hydroxy-L-proline dehydratase	1:Experimental evidence at protein level	4.80	1.0000	0.9990	1	1	1	2	2	2	6.8971536E7	6.8971536E7	6.8971536E7	6C(57.0214),6C(57.0214)		
sp|Q96EP0|RNF31_HUMAN	Q96EP0	RNF31_HUMAN	RNF31	1072	Homo sapiens	E3 ubiquitin-protein ligase RNF31	1:Experimental evidence at protein level	1.77	1.0000	0.9990	2	2	2	2	2	2	1.355057E7	1.355057E7	1.355057E7	2C(57.0214)		
sp|Q96EP5|DAZP1_HUMAN	Q96EP5	DAZP1_HUMAN	DAZAP1	407	Homo sapiens	DAZ-associated protein 1	1:Experimental evidence at protein level	16.71	1.0000	0.9990	4	4	4	4	4	4	6.6876844E7	6.6876844E7	6.6876844E7	10C(57.0214),6C(57.0214)		
sp|Q96ER9|MITOK_HUMAN	Q96ER9	MITOK_HUMAN	CCDC51	411	Homo sapiens	Mitochondrial potassium channel	1:Experimental evidence at protein level	2.19	1.0000	0.9990	2	2	2	2	2	2	1.4686368E7	1.4686368E7	1.4686368E7			
sp|Q96ES7|SGF29_HUMAN	Q96ES7	SGF29_HUMAN	SGF29	293	Homo sapiens	SAGA-associated factor 29	1:Experimental evidence at protein level	4.44	1.0000	0.9990	1	1	1	1	1	1	5692536.5	5692536.5	5692536.5			
sp|Q96EY1|DNJA3_HUMAN	Q96EY1	DNJA3_HUMAN	DNAJA3	480	Homo sapiens	DnaJ homolog subfamily A member 3, mitochondrial	1:Experimental evidence at protein level	8.54	1.0000	0.9990	3	3	3	5	5	5	7.727576E7	7.727576E7	7.727576E7	11C(57.0214), 8C(57.0214)		
sp|Q96EY4|TMA16_HUMAN	Q96EY4	TMA16_HUMAN	TMA16	203	Homo sapiens	Translation machinery-associated protein 16	1:Experimental evidence at protein level	11.33	1.0000	0.9990	2	2	2	2	2	2	0	0	0	3C(57.0214)		
sp|Q96EY5|MB12A_HUMAN	Q96EY5	MB12A_HUMAN	MVB12A	273	Homo sapiens	Multivesicular body subunit 12A	1:Experimental evidence at protein level	9.89	1.0000	0.9990	2	2	2	2	2	2	9590706.0	9590706.0	9590706.0	11C(57.0214)		
sp|Q96EY7|PTCD3_HUMAN	Q96EY7	PTCD3_HUMAN	PTCD3	689	Homo sapiens	Small ribosomal subunit protein mS39	1:Experimental evidence at protein level	2.90	1.0000	0.9990	3	3	3	4	4	4	3.8313144E7	3.8313144E7	3.8313144E7			
sp|Q96EY8|MMAB_HUMAN	Q96EY8	MMAB_HUMAN	MMAB	250	Homo sapiens	Corrinoid adenosyltransferase MMAB	1:Experimental evidence at protein level	14.00	1.0000	0.9990	3	3	3	4	4	4	1.43642144E8	1.43642144E8	1.43642144E8	8C(57.0214),8C(57.0214)		
sp|Q96F07|CYFP2_HUMAN	Q96F07	CYFP2_HUMAN	CYFIP2	1278	Homo sapiens	Cytoplasmic FMR1-interacting protein 2	1:Experimental evidence at protein level	17.76	1.0000	0.9990	24	10	10	38	13	13	1.05830797E9	1.97759328E8	1.97759328E8	2C(57.0214),2C(57.0214),8C(57.0214)		
sp|Q96F85|CNRP1_HUMAN	Q96F85	CNRP1_HUMAN	CNRIP1	164	Homo sapiens	CB1 cannabinoid receptor-interacting protein 1	1:Experimental evidence at protein level	33.54	1.0000	0.9990	4	4	4	8	8	8	1.96067536E8	1.96067536E8	1.96067536E8	N-term(42.0106),N-term(42.0106)		
sp|Q96F86|EDC3_HUMAN	Q96F86	EDC3_HUMAN	EDC3	508	Homo sapiens	Enhancer of mRNA-decapping protein 3	1:Experimental evidence at protein level	3.35	1.0000	0.9990	1	1	1	1	1	1	2926322.2	2926322.2	2926322.2			
sp|Q96FC7|PHIPL_HUMAN	Q96FC7	PHIPL_HUMAN	PHYHIPL	376	Homo sapiens	Phytanoyl-CoA hydroxylase-interacting protein-like	1:Experimental evidence at protein level	31.65	1.0000	0.9990	12	10	12	24	21	24	7.8612486E8	6.6002413E8	7.8612486E8	12C(57.0214),6C(57.0214),6C(57.0214),6M(15.9949),9M(15.9949)		
sp|Q96FJ2|DYL2_HUMAN	Q96FJ2	DYL2_HUMAN	DYNLL2	89	Homo sapiens	Dynein light chain 2, cytoplasmic	1:Experimental evidence at protein level	44.94	1.0000	0.9990	3	2	2	7	5	5	4.3424176E8	3.31057696E8	3.31057696E8	15C(57.0214),15C(57.0214)		
sp|Q96FN4|CPNE2_HUMAN	Q96FN4	CPNE2_HUMAN	CPNE2	548	Homo sapiens	Copine-2	1:Experimental evidence at protein level	7.12	1.0000	0.9990	3	2	2	9	3	3	1.43354778E9	1.3821334E7	1.3821334E7	12C(57.0214)		
sp|Q96FN9|DTD2_HUMAN	Q96FN9	DTD2_HUMAN	DTD2	168	Homo sapiens	D-aminoacyl-tRNA deacylase 2	1:Experimental evidence at protein level	10.71	1.0000	0.9990	1	1	1	1	1	1	0	0	0	10M(15.9949)		
sp|Q96FQ6|S10AG_HUMAN	Q96FQ6	S10AG_HUMAN	S100A16	103	Homo sapiens	Protein S100-A16	1:Experimental evidence at protein level	43.69	1.0000	0.9990	5	5	5	9	9	9	2.68426272E8	2.68426272E8	2.68426272E8	3C(57.0214), N-term(42.0106),3C(57.0214), N-term(42.0106),5M(15.9949),5M(15.9949)		
sp|Q96FS4|SIPA1_HUMAN	Q96FS4	SIPA1_HUMAN	SIPA1	1042	Homo sapiens	Signal-induced proliferation-associated protein 1	1:Experimental evidence at protein level	1.34	1.0000	0.9990	1	1	1	1	1	1	5351054.0	5351054.0	5351054.0			
sp|Q96FV2|SCRN2_HUMAN	Q96FV2	SCRN2_HUMAN	SCRN2	425	Homo sapiens	Secernin-2	1:Experimental evidence at protein level	20.71	1.0000	0.9990	5	5	5	10	10	10	1.16390336E8	1.16390336E8	1.16390336E8	17C(57.0214),17C(57.0214),3C(57.0214),3C(57.0214)		
sp|Q96FV9|THOC1_HUMAN	Q96FV9	THOC1_HUMAN	THOC1	657	Homo sapiens	THO complex subunit 1	1:Experimental evidence at protein level	1.07	1.0000	0.9990	1	1	1	1	1	1	1.4922424E7	1.4922424E7	1.4922424E7			
sp|Q96FW1|OTUB1_HUMAN	Q96FW1	OTUB1_HUMAN	OTUB1	271	Homo sapiens	Ubiquitin thioesterase OTUB1	1:Experimental evidence at protein level	45.76	1.0000	0.9990	11	11	11	29	29	29	1.33815731E9	1.33815731E9	1.33815731E9	11C(57.0214), 3C(57.0214),11C(57.0214), 3C(57.0214),7C(57.0214),7C(57.0214)		
sp|Q96FX7|TRM61_HUMAN	Q96FX7	TRM61_HUMAN	TRMT61A	289	Homo sapiens	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	1:Experimental evidence at protein level	5.88	1.0000	0.9990	1	1	1	1	1	1	1.5208015E7	1.5208015E7	1.5208015E7			
sp|Q96FZ7|CHMP6_HUMAN	Q96FZ7	CHMP6_HUMAN	CHMP6	201	Homo sapiens	Charged multivesicular body protein 6	1:Experimental evidence at protein level	16.42	1.0000	0.9990	3	3	3	3	3	3	4.2282332E7	4.2282332E7	4.2282332E7			
sp|Q96G03|PGM2_HUMAN	Q96G03	PGM2_HUMAN	PGM2	612	Homo sapiens	Phosphopentomutase	1:Experimental evidence at protein level	25.65	1.0000	0.9990	17	17	17	27	27	27	5.6056064E8	5.6056064E8	5.6056064E8	14C(57.0214),14C(57.0214),14C(57.0214),14C(57.0214), 1M(15.9949),1M(15.9949),1M(15.9949),2C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214)		
sp|Q96G23|CERS2_HUMAN	Q96G23	CERS2_HUMAN	CERS2	380	Homo sapiens	Ceramide synthase 2	1:Experimental evidence at protein level	2.37	1.0000	0.9990	1	1	1	2	2	2	1.8634888E7	1.8634888E7	1.8634888E7			
sp|Q96G61|NUD11_HUMAN	Q96G61	NUD11_HUMAN	NUDT11	164	Homo sapiens	Diphosphoinositol polyphosphate phosphohydrolase 3-beta	1:Experimental evidence at protein level	18.90	1.0000	0.9990	4	0	1	5	0	0	2.506648E8	0	5623473.0			
sp|Q96G97|BSCL2_HUMAN	Q96G97	BSCL2_HUMAN	BSCL2	398	Homo sapiens	Seipin	1:Experimental evidence at protein level	9.30	1.0000	0.9990	4	4	4	6	6	6	1.685448E8	1.685448E8	1.685448E8			
sp|Q96GA7|SDSL_HUMAN	Q96GA7	SDSL_HUMAN	SDSL	329	Homo sapiens	Serine dehydratase-like	1:Experimental evidence at protein level	19.45	1.0000	0.9990	6	6	6	8	8	8	3.58676192E8	3.58676192E8	3.58676192E8	6C(57.0214),6C(57.0214),6C(57.0214),N-term(42.0106),N-term(42.0106)		
sp|Q96GC9|VMP1_HUMAN	Q96GC9	VMP1_HUMAN	VMP1	406	Homo sapiens	Vacuole membrane protein 1	1:Experimental evidence at protein level	1.72	1.0000	0.9990	1	1	1	2	2	2	3.900316E7	3.900316E7	3.900316E7			
sp|Q96GD0|PLPP_HUMAN	Q96GD0	PLPP_HUMAN	PDXP	296	Homo sapiens	Chronophin	1:Experimental evidence at protein level	4.73	1.0000	0.9990	2	2	2	1	1	1	1.8757572E7	1.8757572E7	1.8757572E7			
sp|Q96GD4|AURKB_HUMAN	Q96GD4	AURKB_HUMAN	AURKB	344	Homo sapiens	Aurora kinase B	1:Experimental evidence at protein level	5.23	1.0000	0.9990	1	0	1	1	0	1	3803639.0	0	3803639.0	4C(57.0214)		
sp|Q96GG9|DCNL1_HUMAN	Q96GG9	DCNL1_HUMAN	DCUN1D1	259	Homo sapiens	DCN1-like protein 1	1:Experimental evidence at protein level	11.58	1.0000	0.9990	3	3	3	5	5	5	2.6486634E7	2.6486634E7	2.6486634E7	5C(57.0214)		
sp|Q96GK7|FAH2A_HUMAN	Q96GK7	FAH2A_HUMAN	FAHD2A	314	Homo sapiens	Fumarylacetoacetate hydrolase domain-containing protein 2A	1:Experimental evidence at protein level	38.85	1.0000	0.9990	8	2	8	21	2	21	3.9687456E8	1.07309248E8	3.9687456E8	12C(57.0214), 3C(57.0214),12C(57.0214), 3C(57.0214),27C(57.0214), 28C(57.0214), 6C(57.0214),5M(15.9949),6C(57.0214),6C(57.0214),7C(57.0214),7C(57.0214)		
sp|Q96GM5|SMRD1_HUMAN	Q96GM5	SMRD1_HUMAN	SMARCD1	515	Homo sapiens	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	1:Experimental evidence at protein level	3.30	1.0000	0.9990	1	0	1	1	0	1	9652622.0	0	9652622.0			
sp|Q96GQ7|DDX27_HUMAN	Q96GQ7	DDX27_HUMAN	DDX27	796	Homo sapiens	Probable ATP-dependent RNA helicase DDX27	1:Experimental evidence at protein level	1.26	1.0000	0.9990	1	1	1	2	2	2	2.002201E7	2.002201E7	2.002201E7			
sp|Q96GR2|ACBG1_HUMAN	Q96GR2	ACBG1_HUMAN	ACSBG1	724	Homo sapiens	Long-chain-fatty-acid--CoA ligase ACSBG1	1:Experimental evidence at protein level	11.33	1.0000	0.9990	6	6	6	10	10	10	6.65075E7	6.65075E7	6.65075E7	3M(15.9949),5C(57.0214)		
sp|Q96GS4|BORC6_HUMAN	Q96GS4	BORC6_HUMAN	BORCS6	357	Homo sapiens	BLOC-1-related complex subunit 6	1:Experimental evidence at protein level	10.92	1.0000	0.9990	3	3	3	5	5	5	4.2592484E7	4.2592484E7	4.2592484E7			
sp|Q96GW7|PGCB_HUMAN	Q96GW7	PGCB_HUMAN	BCAN	911	Homo sapiens	Brevican core protein	1:Experimental evidence at protein level	51.15	1.0000	0.9990	39	38	39	180	178	180	1.59517635E10	1.59517635E10	1.59517635E10	10C(57.0214),10C(57.0214),10C(57.0214),10C(57.0214),12C(57.0214),12C(57.0214),12C(57.0214),12C(57.0214),12C(57.0214), 1C(57.0214), 3C(57.0214),12C(57.0214), 1C(57.0214), 3C(57.0214),12C(57.0214), 1C(57.0214), 3C(57.0214),13C(57.0214), 2C(57.0214),13C(57.0214), 2C(57.0214),14C(57.0214), 1C(57.0214),14C(57.0214), 1C(57.0214),19C(57.0214),19C(57.0214),19C(57.0214),19C(57.0214),19C(57.0214),19C(57.0214),19C(57.0214),19C(57.0214),1C(57.0214),1C(57.0214),1C(57.0214),1M(15.9949),1M(15.9949),1M(15.9949),1M(15.9949),1M(15.9949),1M(15.9949), 6C(57.0214),1M(15.9949), 6C(57.0214),1M(15.9949), 6C(57.0214),1M(15.9949), 6C(57.0214),1M(15.9949), 6C(57.0214),1M(15.9949), 6C(57.0214),1M(15.9949), 6C(57.0214),1M(15.9949), 6C(57.0214),1M(15.9949), 6C(57.0214),1M(15.9949), 6C(57.0214),21C(57.0214),22C(57.0214),22C(57.0214),22C(57.0214),22C(57.0214),22C(57.0214),3C(57.0214),3C(57.0214),3C(57.0214),3C(57.0214),3C(57.0214),3C(57.0214), 7M(15.9949),3C(57.0214), 7M(15.9949),3C(57.0214), 7M(15.9949),5C(57.0214),5C(57.0214),5C(57.0214),5C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),8C(57.0214),8C(57.0214),8C(57.0214),8C(57.0214),9C(57.0214),9C(57.0214),9C(57.0214),9C(57.0214),9M(15.9949),9M(15.9949)		
sp|Q96GW9|SYMM_HUMAN	Q96GW9	SYMM_HUMAN	MARS2	593	Homo sapiens	Methionine--tRNA ligase, mitochondrial	1:Experimental evidence at protein level	1.69	1.0000	0.9990	1	1	1	1	1	1	1788720.0	1788720.0	1788720.0			
sp|Q96GX9|MTNB_HUMAN	Q96GX9	MTNB_HUMAN	APIP	242	Homo sapiens	Methylthioribulose-1-phosphate dehydratase	1:Experimental evidence at protein level	17.77	1.0000	0.9990	3	3	3	6	6	6	1.05461632E8	1.05461632E8	1.05461632E8	12C(57.0214),12C(57.0214)		
sp|Q96GY0|ZC21A_HUMAN	Q96GY0	ZC21A_HUMAN	ZC2HC1A	325	Homo sapiens	Zinc finger C2HC domain-containing protein 1A	1:Experimental evidence at protein level	5.85	1.0000	0.9990	2	2	2	2	2	2	3473641.5	3473641.5	3473641.5			
sp|Q96GZ6|S41A3_HUMAN	Q96GZ6	S41A3_HUMAN	SLC41A3	507	Homo sapiens	Solute carrier family 41 member 3	1:Experimental evidence at protein level	3.55	1.0000	0.9990	1	1	1	1	1	1	9229750.0	9229750.0	9229750.0			
sp|Q96H20|SNF8_HUMAN	Q96H20	SNF8_HUMAN	SNF8	258	Homo sapiens	Vacuolar-sorting protein SNF8	1:Experimental evidence at protein level	3.49	1.0000	0.9990	1	1	1	2	2	2	0	0	0			
sp|Q96HC4|PDLI5_HUMAN	Q96HC4	PDLI5_HUMAN	PDLIM5	596	Homo sapiens	PDZ and LIM domain protein 5	1:Experimental evidence at protein level	27.35	1.0000	0.9990	14	14	14	22	22	22	7.3608563E8	7.3608563E8	7.3608563E8	2C(57.0214),2C(57.0214),4C(57.0214), 7C(57.0214),4C(57.0214), 7C(57.0214),5C(57.0214), 8C(57.0214),5C(57.0214), 8C(57.0214),6C(57.0214),6C(57.0214)		
sp|Q96HE7|ERO1A_HUMAN	Q96HE7	ERO1A_HUMAN	ERO1A	468	Homo sapiens	ERO1-like protein alpha	1:Experimental evidence at protein level	5.56	1.0000	0.9990	5	4	5	4	4	4	1.29222976E8	1.29222976E8	1.29222976E8			
sp|Q96HH9|GRM2B_HUMAN	Q96HH9	GRM2B_HUMAN	GRAMD2B	432	Homo sapiens	GRAM domain-containing protein 2B	1:Experimental evidence at protein level	14.12	1.0000	0.9990	5	5	5	6	6	6	7.5729008E7	7.5729008E7	7.5729008E7	N-term(42.0106)		
sp|Q96HN2|SAHH3_HUMAN	Q96HN2	SAHH3_HUMAN	AHCYL2	611	Homo sapiens	Adenosylhomocysteinase 3	1:Experimental evidence at protein level	40.75	1.0000	0.9990	25	11	11	80	24	24	4.27535104E9	6.9325536E8	6.9325536E8	3C(57.0214), 6C(57.0214),3C(57.0214), 6C(57.0214),4M(15.9949),4M(15.9949),5M(15.9949),8C(57.0214),N-term(42.0106),N-term(42.0106)		
sp|Q96HP0|DOCK6_HUMAN	Q96HP0	DOCK6_HUMAN	DOCK6	2047	Homo sapiens	Dedicator of cytokinesis protein 6	1:Experimental evidence at protein level	0.39	1.0000	0.9990	1	0	0	2	0	0	0	0	0			
sp|Q96HS1|PGAM5_HUMAN	Q96HS1	PGAM5_HUMAN	PGAM5	289	Homo sapiens	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1:Experimental evidence at protein level	31.14	1.0000	0.9990	9	9	9	12	12	12	2.13741152E8	2.13741152E8	2.13741152E8			
sp|Q96HU8|DIRA2_HUMAN	Q96HU8	DIRA2_HUMAN	DIRAS2	199	Homo sapiens	GTP-binding protein Di-Ras2	1:Experimental evidence at protein level	9.55	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q96HY6|DDRGK_HUMAN	Q96HY6	DDRGK_HUMAN	DDRGK1	314	Homo sapiens	DDRGK domain-containing protein 1	1:Experimental evidence at protein level	14.33	1.0000	0.9990	3	3	3	7	7	7	1.76773008E8	1.76773008E8	1.76773008E8			
sp|Q96HY7|DHTK1_HUMAN	Q96HY7	DHTK1_HUMAN	DHTKD1	919	Homo sapiens	2-oxoadipate dehydrogenase complex component E1	1:Experimental evidence at protein level	2.39	1.0000	0.9990	2	2	2	3	3	3	7.2516976E7	7.2516976E7	7.2516976E7			
sp|Q96I15|SCLY_HUMAN	Q96I15	SCLY_HUMAN	SCLY	445	Homo sapiens	Selenocysteine lyase	1:Experimental evidence at protein level	22.70	1.0000	0.9990	7	7	7	10	10	10	9.8767848E7	9.8767848E7	9.8767848E7	10C(57.0214),10C(57.0214),5C(57.0214)		
sp|Q96I24|FUBP3_HUMAN	Q96I24	FUBP3_HUMAN	FUBP3	572	Homo sapiens	Far upstream element-binding protein 3	1:Experimental evidence at protein level	24.48	1.0000	0.9990	12	10	12	28	20	28	3.7664768E8	2.80161568E8	3.7664768E8	15C(57.0214),2M(15.9949),3M(15.9949)		
sp|Q96I51|RCC1L_HUMAN	Q96I51	RCC1L_HUMAN	RCC1L	464	Homo sapiens	RCC1-like G exchanging factor-like protein	1:Experimental evidence at protein level	2.80	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q96I59|SYNM_HUMAN	Q96I59	SYNM_HUMAN	NARS2	477	Homo sapiens	Probable asparagine--tRNA ligase, mitochondrial	1:Experimental evidence at protein level	7.55	1.0000	0.9990	3	3	3	5	5	5	7.2467584E7	7.2467584E7	7.2467584E7			
sp|Q96I99|SUCB2_HUMAN	Q96I99	SUCB2_HUMAN	SUCLG2	432	Homo sapiens	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	1:Experimental evidence at protein level	29.63	1.0000	0.9990	12	12	12	22	22	22	4.97207808E8	4.97207808E8	4.97207808E8	21C(57.0214),21C(57.0214)		
sp|Q96ID5|IGS21_HUMAN	Q96ID5	IGS21_HUMAN	IGSF21	467	Homo sapiens	Immunoglobulin superfamily member 21	2:Experimental evidence at transcript level	2.57	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q96IG2|FXL20_HUMAN	Q96IG2	FXL20_HUMAN	FBXL20	436	Homo sapiens	F-box/LRR-repeat protein 20	1:Experimental evidence at protein level	1.83	1.0000	0.9990	1	1	1	1	1	1	1.5194284E7	1.5194284E7	1.5194284E7			
sp|Q96IJ6|GMPPA_HUMAN	Q96IJ6	GMPPA_HUMAN	GMPPA	420	Homo sapiens	Mannose-1-phosphate guanyltransferase alpha	1:Experimental evidence at protein level	24.76	1.0000	0.9990	8	8	8	12	12	12	1.83917888E8	1.83917888E8	1.83917888E8	10C(57.0214),10C(57.0214)		
