Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\Perdu-Alloy Pauline\organoides fixes\TU014848CK_Slot1-01_1_3103.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014849CK_Slot1-02_1_3104.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014850CK_Slot1-03_1_3105.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014851CK_Slot1-04_1_3106.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014852CK_Slot1-05_1_3107.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014853CK_Slot1-06_1_3108.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014854CK_Slot1-07_1_3109.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014855CK_Slot1-08_1_3110.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014856CK_Slot1-09_1_3111.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014857CK_Slot1-10_1_3112.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014858CK_Slot1-11_1_3113.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014859CK_Slot1-12_1_3114.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014861CK_Slot1-25_1_3116.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014862CK_Slot1-26_1_3117.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014863CK_Slot1-27_1_3118.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014864CK_Slot1-28_1_3119.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014865CK_Slot1-29_1_3120.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014866CK_Slot1-30_1_3121.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014867CK_Slot1-31_1_3122.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014868CK_Slot1-32_1_3123.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014869CK_Slot1-33_1_3124.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014870CK_Slot1-34_1_3125.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014871CK_Slot1-35_1_3126.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014872CK_Slot1-36_1_3127.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014874CK_Slot1-13_1_3129.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014875CK_Slot1-14_1_3131.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014876CK_Slot1-15_1_3132.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014877CK_Slot1-16_1_3133.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014878CK_Slot1-17_1_3134.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014879CK_Slot1-18_1_3135.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014880CK_Slot1-19_1_3136.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014881CK_Slot1-20_1_3137.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014882CK_Slot1-21_1_3138.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014883CK_Slot1-22_1_3139.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014884CK_Slot1-39_1_3140.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014885CK_Slot1-40_1_3141.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014886CK_Slot1-41_1_3142.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014887CK_Slot1-42_1_3143.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014888CK_Slot1-43_1_3144.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014889CK_Slot1-44_1_3145.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014890CK_Slot1-45_1_3146.d
P61626	P61626	LYSC_HUMAN	LYZ	Lysozyme C	10259.3	2730.05	13248	11682.2	12696.7	14973.6	12172.7	13106.4	9623.04	9295.43	13481.4	13766.9	9086.32	8528.03	9655.06	7834.31	11769.2	7713.31	12297.5	10916.4	10349.6	8602.12	117433	11503.7			3382.73	2209.33	765.985	687.405	5094.86	3265.56	4313.83	15637.5		12190.8		13278.6	15561.2	15380.9	11007.2
P61978	P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	3867.15	1240.64	3059.96	2899.5	3467.19	4144.55	3876.81	3856.18	5586.45	4087.59	3640.38	3457.29	3240.68	3603.61	3680.02	2850.61	4428.47	2984.17	3921.63	4072.43	3327.64	3449.91	2821.87	4564.53		5234.34	6452.58	4803.94	6037.93	6287.21	6010.84	5593.7	5301.76	6364.72	5422.87	5350.2	5232.88	4794.48	5159.72	5781.58	4920.99
P61981	P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma		559.494			507.413		512.919					452.347	946.243								380.322	684.525	572.216	1420.88																	
P62081	P62081	RS7_HUMAN	RPS7	40S ribosomal protein S7	593.4	1849.75		980.977	707.298		677.395	838.173		927.019		443.538	1266.53	1814.04	316.655	935.573	556.317	781.53	849.474	908.975	563.979	979.348	1066.86	1424.62		769.666	959.516	1083.3	1045.7	1081.56		1206.97	943.286	1039.92	910.924	1099.39	560.017	965.53	951.32	910.896	809.194
P62140	P36873;P62136;P62140	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit		707.459	641.993		506.087	958.573	692.526			960.995			768.939	814.496		600.615	504.354	424.49	997.013	670.352		460.04	849.846			777.941			1004.32			1942.25			1905.79		1250.8	1164.63	1074.99	1340.42	1223
P62195	P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8		505.009		794.191	1297.14	1257.69	2009.18	1151.58		583.923	1321.94		1320.19	1009.31	975.531		1262.42	1120.48	2225.59		1187.62	640.528	873.297	951.135			2541.15									2644.93		2552.17		2613.3	
P62241	P62241	RS8_HUMAN	RPS8	40S ribosomal protein S8	1392.62	1119.5	2090.26	1489.1	1146.74	1680.99	1103.07	1203.17		1199.15		1551.89	3017.96	1619.64	1823.49	1252.42	1326.91	1541.92	1437.48	1884.09	1013.51	1793.09	1675.19	2261.48		3602.66	2545.86	2096.38	1654.77	4148.83	2916.35	2924.84	2551.82	2456.89	3424.03	3023.94	2681.71	2263.05	2659.91	2003.78	2634.38
P62244	P62244	RS15A_HUMAN	RPS15A	40S ribosomal protein S15a	2846.99	4321.02	3832.68	1898.89	2658.74	2015.51				1846.68	2247.51	2664.03	3777.99	2499.85	1120.66	1925.6	2204.72	1260.06	1588.11	2066.34	2253.42		3393.31	2372.14		3023.2	3274.27	3731.81	3145.92		4363.56	2854.37	3934.99	2874.15	3885.93	3198.27		3772.32		2939.23	3795.89
P62249	P62249	RS16_HUMAN	RPS16	40S ribosomal protein S16	1719.79	1191.8	1919.2	1382.46	1275.9	1373.41	1531.04	1319.45	1431.77	1782.73	1343.8	1001.44	2062.65	1447.68	1241.04	1465.11	1306.13	1028.2	1439.59	1544.9	1325.21	1336.53	1980.21	2064.14		1322.61	2260.25	1511.2	2229.3	2377.03	2056.45	2231.86	1845.04	2138.35	2155.33	2151.81	2415.37	2281.69	2287.69	2111.21	2522.18
P62258	P62258	1433E_HUMAN	YWHAE	14-3-3 protein epsilon	641.009	1352.1		905.555	1097	1971.7	2917.35		2154.03	1276.4	1351.54		1819.57	874.445	4564.55	1073.19	866.237		1504.6		1888.08	1214.18	2347.31	2114.98					1750.56	1747.2		1763.12	1515.48								
P62263	P62263	RS14_HUMAN	RPS14	40S ribosomal protein S14	3419.69	578.955	1656.96	2994.37	2384.52	1937.74	3554.41	2867.19	1724.59	2211.63	1485.57	2151.85	3468.67	2338.56	2242.88	2214.52	4164.17	912.199	2504.37	2957.34	1912.35	1611.49	1820.03	3400.57		2745.03	3504.71	3028.43	3823.37	4084.18	3204.73	3084.48	3114.3	4018.6	2925.51	3948.65	3124.67	3118	2895.29	3244.94	2861.85
P62269	P62269	RS18_HUMAN	RPS18	40S ribosomal protein S18	2349.4	873.511	1561.9	1379.39	1307.44	1915.37	1653.53	1839.11	1808.37	1443.31	1297.72	1669.65	2862.23	1440.64	2434.99	1184.43	1604.94	1068.59	1617.12	1707.83	2021.69	1829.6	1637.88	2375.24		2135.21	2684.16	2397.77	2249.55	3235.68	2954.01	2921.03	2855.11	3522.34	2914.34	3324.57	3522.2	3464.98	3488	3480.52	3449.06
P62277	P62277	RS13_HUMAN	RPS13	40S ribosomal protein S13	838.669	319.795	1031.72	744.087	399.123	571.104	778.606	484.477		1422.57	829.237		1031.08	594.388	1171.47	707.503	678.913	391.768			552.341	607.77	825.793	1275.01		1209.36	1530.27	1029.36	823.625	961.946	1211.94	904.131	1210.5	1046.68	1264.53	2087.92	1720.03	1331.05	1318.12	1456.85	1521.13
P62280	P62280	RS11_HUMAN	RPS11	40S ribosomal protein S11	1768.73	2856.44	1546.29	1662.64	1467.83	656.459	1420.81	1469.92		1328.35	738.584		1865.63	1654.17	1287.66	2208.13	2340.13	735.122	1474.38	1468.94	1800.57	1384.87	1983.67	2237.41		1793.88		4709.09			1391.84		1661.93	1431.22	1332.17	2150.56	2156.9	1888.06	1653.52	1821.69	1483.6
P62304	P62304	RUXE_HUMAN	SNRPE	Small nuclear ribonucleoprotein E		394.182																																							
P62310	P62310	LSM3_HUMAN	LSM3	U6 snRNA-associated Sm-like protein LSm3	1416.35	565.781	648.405	1073.02	919.934	933.067	1341.45	2157.79		1099.56	596.437	1108.31	1371.96	1629.09	1189.92	1594.66	1617.29	1071.63	1227.81	1118.44	1581.56	1952.16	2160.42	899.692		1608.64	1855.88	1252.61	1922.88	1864.83	1439.06	2066.19	1742.22	1732.42	2446.32	2104.05	1882.18	1678.23	2000.22	1764.25	1795.95
P62312	P62312	LSM6_HUMAN	LSM6	U6 snRNA-associated Sm-like protein LSm6		564.74	1115.55				520.493			822.537			975.883	673.282		349.921	769.015	1101.26	543.304	844.108	815.509			1549.07																	
P62314	P62314	SMD1_HUMAN	SNRPD1	Small nuclear ribonucleoprotein Sm D1	1009.94	648.036	1385.32	1024.99		1143.74	822.648			964.153	800.186		728.404	677.301	1394.99	1325.45	1089.8	594.307	569.93	1233.61	1129.43	2122.76	916.301					1557.52	1356.55	1446.52	1813.26	1377.11	1472.29	1584.83					1764.76	1658.04	1379.88
P62316	P62316	SMD2_HUMAN	SNRPD2	Small nuclear ribonucleoprotein Sm D2	2513.53	1380.15	1433.63	1886.86	1018.15	1459.74	1550.46	657.693		1411.34	1654.21	1009.24	2070.33	1701.33	2690.14	1005.02	1769.18	2086.47	1386.08	1179.44	1181.43	1732.01	3122.99	2382.43			348.595	361.429	439.172	399.452			455.544		938.477	669.353	1375.03		894.222		899.419
P62318	P62318	SMD3_HUMAN	SNRPD3	Small nuclear ribonucleoprotein Sm D3	1698	1612.8	2085.55	2055.36	1595.45	1841.87	1544.41	2459.15	1492.27	2131.18	2426.2	1453.05	1947.08	2411.89	2159.58	1888.25	2306	2543.52	2571.55	2175.95	2278.8	2229.72	2517.49	2080.45		2461.13	2596.27	2495.84	2736.56	2530.75	2710.08	2867.47	3101.39	2824.79	3322.75	3208.14	3119.31	3116.86	3324.57	3278.02	3155.36
P62330	P62330	ARF6_HUMAN	ARF6	ADP-ribosylation factor 6		861.325			814.197								553.548			1021.56		571.825	664.067	411.777	273.693		614.022																		
P62333	P62333	PRS10_HUMAN	PSMC6	26S proteasome regulatory subunit 10B		425.58												229.859		143.663		476.606																							
P62424	P62424	RL7A_HUMAN	RPL7A	60S ribosomal protein L7a		673.334		433.346	891.281		504.529				502.945		1186.96	337.167			253.141	406.882	552.167	642.242	453.077	407.868	439.913	660.222		1632.91											2096.1		1707.92		
P62491;Q15907	P62491;Q15907	RB11A_HUMAN;RB11B_HUMAN	RAB11A;RAB11B	Ras-related protein Rab-11A		1759.07		1378.66		1066.38		1552.63	912.835	890.854		1161.52	1539.13	1268.76		551.257			1003.12	867.19		1336.08	1529.51	1077.59										3324.4							
P62495	P62495	ERF1_HUMAN	ETF1	Eukaryotic peptide chain release factor subunit 1	941.886	317.783									385.439		531.907		646.368	537.266		618.865		602.616			1190.41	601.912		663.754							841.532		1176.66			971.258		1121.88	1267.08
P62701	P62701	RS4X_HUMAN	RPS4X	40S ribosomal protein S4, X isoform	868.799	645.485	1732.59	1101.92	1341.09	1818.08	1068.98	1229.33	1261.96	1355.1	1278.57	1524.43	2136.24	1650.72	1589.24	1128.89	1267.21	1416.32	1738.16	1801.29	1210.55	1343.24	944.262	1704.19												9163.75					
P62750	P62750	RL23A_HUMAN	RPL23A	60S ribosomal protein L23a	5415.18	1114.08	3617.48	3427.99	2948.08	3754.54	4246.83	2733.69	6389.62	4056.5	4049.97	5898.33	4983.05	3191.84	3307.05	3239.17	3193.65	2408.97	3855.6	3244.14	4234.41	3125.67	3029.05	2931.24		2749.3			2648.78	3075.64		2669.45	2839.34	2780.47	1822.49	1772.59	1580.33	1448.01		1077.6	923.455
P62753	P62753	RS6_HUMAN	RPS6	40S ribosomal protein S6	5458.93	2289.55	4207.64	4039.82	4084.92	4556.15	6534.03	5078.68	4561.69	4926.9	3650.13	4010.4	6173.48	5403.44	4758.19	5699.33	5277.6	4022.21	5007.99	5050.29	5042.58	4907.71	3652.23	6887.79		4323.01	6109.5	3857.1	7363.94	8088.49	6919.69	5435.15	5241.85	6010.06	4830.59	7054.14	4363.65	6752.58	6497.18	6775.59	6340.6
P62805	P62805	H4_HUMAN	HIST1H4A	Histone H4	71787.5	19357.1	49126.8	47372.6	48617.4	50589.4	51837.8	47145.7	36333.7	53000.2	118938	46202.6	63529.4	51048.7	61556	45075.7	44555.3	46419.3	51469.8	74445.8	49175.5	75007.6	55391.5	49227.6		26184.5	37382	30824.1	32836.5	30743.2	39042.1	43825.4	46311.7	35682.7	25290.5	40187.6	45672.4	86557.7	74297.3	39982.3	37755.5
P62820;Q9H0U4	P62820;Q9H0U4	RAB1A_HUMAN;RAB1B_HUMAN	RAB1A;RAB1B	Ras-related protein Rab-1A	735.812	1587.31		1142.97	1219.56					833.993			1856.04	937.662		1572.82	938.169	757.597			1341.64		1660.93	659.341											3289.59						
P62826	P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran	10366.8	3510.93	8873.03	8112.3	8435.96	8242.8	9450.14	7792.35	4791.48	9764.77	8529.99	7276.02	10282.9	7973.05	9863.18	8234.19	8017.95	7808.22	10828.8	9292.21	9850.83	8603.1	7647.06	12284.5		6571.4	7859.87	8447.72	7024.93	8186.68	8689.36	8700.48	9129.86	8367.95	6660.45	8304.72	8289.5	8432.46	9887.38	8225.04	8242.71
P62847	P62847	RS24_HUMAN	RPS24	40S ribosomal protein S24	953.471	818.119	1167.59	1036.44	1033.74	1522.35	1008.48	1203.34		708.382	807.183	1252.21	1328.39	923.417	1080.15	729.972	1098.63	554.817	1043.93	875.387	2200.81	1352.98	1483.3	1022.22			1767.98	1247.93		1681.76		1552.73		1340.43	1428.92			1510.04	970.733	1230.19	997.087
P62851	P62851	RS25_HUMAN	RPS25	40S ribosomal protein S25	2141.29	855.219	2132.91	2000.01	2951.19	1653.98	2160.49	1730.77	1403.07	2128.67	1597.75		3322.59	2211.91	2559.23	1690.66	2824.24	2297.69	2502.62	2508.6	2330.66	2716.11	2383.68	2583.76		2354.63	3370.49	2820.56	3043.06	3515.21	3227.17	3589.22	3305.28	3301.9	3396.84	3587.66	4240.94	4226.9	3886.12	4182.06	3621.99
P62857	P62857	RS28_HUMAN	RPS28	40S ribosomal protein S28	2578.09	735.393	2069.3	1812	1537.49	1486.16	1720.09	1904.85	3062.82	2156.67	1745.27		1145.15	1064.29	1804.09	1569.23	2023.11		1129.92		1392.79	1092.14	1241.79	1736.76		2374.48	2522.6	2611.21	2211.2	2713.01	3355.29	2256.67	2687.09	2607.64	2560.31	2578.97	2533.76	2364.26	1963.97	2492.92	2727.51
P62861	P62861	RS30_HUMAN	FAU	40S ribosomal protein S30	2536.27	263.096	4570.31	2287.85	2133.13	2563.4	2127.32		5850.96	1822.94	2612.82		1854.46		2929.25	1951.17		1353.45	2000.63	2383.02	1839.39		1351.64	2095.18		2564.93		3388.99	3564.08	3868.12	3343.85	4088.81	4531.87	3921.64	2930.3			2635.05	3169.31	3077.49	2758.73
P62906	P62906	RL10A_HUMAN	RPL10A	60S ribosomal protein L10a		237.568											377.909			229.613							314.537	275.058																	
P62913	P62913	RL11_HUMAN	RPL11	60S ribosomal protein L11	1782.34	1836.16	693.675	1257.09	1422.25	1068.63	1456.08	1473.03		2037.08	2002.44	2193.45	3102.98	1308.48	3101.45	1513.17	1448.85	1408.36	883.791	1324.01	1798.39	1061.3	1458.25	1404.09		2403.07	2105.73	1720.57	2395.44	1838.53	2172.63	2731.46	2046.29	2850.91	1480.55	1986.77	1956.69	2038.26	2057.52	2018.88	1702.3
P62917	P62917	RL8_HUMAN	RPL8	60S ribosomal protein L8	1294.18	742.957		1706.17	1608	1499.15	1775.86	1893.84	1543.51		1259.75	1892.68	2996.13	1430.93	1849.31	1483.05			1782.86	2963.56	1625.03					881.87		1188.03		1145.05	1039.86					747.749		898.492	661.352		599.124
P62937	P62937	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A	6262.6	3998.06	6056.48	4641.48	5400.61	5493.44	5233.47	5311.1	3324.65	3844.24	5181.31	5070.97	7800.72	5851.28	5979.04	4757.13	4967.84	4504.81	5765.79	6330.66	5854.84	5432.33	5538.39	6887.86		6466.25	7527.34	5813.38	6959.88	6868.05	7250.8	8191.9	7226.52	7987.44	7227.58	6328.37	7806.2	7490.47	7759.85	6570.84	7869.31
P62995	P62995	TRA2B_HUMAN	TRA2B	Transformer-2 protein homolog beta	723.479	223.976	1383.43	696.263	821.294	721.99	800.777	672.271			716.611		291.083	636.536	515.653	883.327	603.777				477.162	384.508	572.792	551.939											1698.43	1790.22					
P63104	P63104	1433Z_HUMAN	YWHAZ	14-3-3 protein zeta/delta		2458.16	1649.14	820.955	578.85	1235.95		1013.12		925.098	1576.35	1060.42	2123.49	345.941	1236.3	1358.37		592.163	1025.86	858.954	1165.11	1164.92	2401.08	2222.89							1868.8				2135.76	1693.7	2766.44	1652.15	1838.6	1831.42	
P63151	P63151	2ABA_HUMAN	PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform		471.348											427.052					390.454	336.607		346.933	885.549	637.483					466.242							828.027				1679.44		1863.28
P63167	P63167	DYL1_HUMAN	DYNLL1	Dynein light chain 1, cytoplasmic		506.36		431.81	467.797	409.373	327.055	451.701		629.718			353.313			392.187				405.253	337.97																				
P63208	P63208	SKP1_HUMAN	SKP1	S-phase kinase-associated protein 1		264.428											409.553																												
P63241	P63241;Q6IS14;Q9GZV4	IF5A1_HUMAN	EIF5A	Eukaryotic translation initiation factor 5A-1		735.622	964.852	728.517		698.624	936.637			661.947	920.474		1005.99	789.812	795.389	789.022	1177.24	697.824	777.807	848.922	1290.8	838.433	569.905	904.95																	
P63244	P63244	RACK1_HUMAN	RACK1	Receptor of activated protein C kinase 1	3477.66	4369.36	3635.17	3493.91	3926.57	5800.7	4238.29	4549.06		2251.87	2039.61	2621.64	3694.18	2052.04	2563.81	4149.15	2794.57	2307.93	3744.98	2302.53	3268.59	1952.78	4091.33	3631.94		2950.03	3592.49	3361.3	3442.37	3944.51	3241.28	3222.55	2731.99	2277.25	5311.44	2756.6	3754.02	3197.91	2648.15	2803.14	3253.13
P63267	P62736;P63267;P68032;P68133	ACTH_HUMAN	ACTG2	Actin, gamma-enteric smooth muscle	1382.18	1224.21	995.816	747.396	1169.92	1597.55	1274.07	1115.15		1027.83	1037.99		1341.08	1372.05		1446.26	1386.08	1249.39	1420.28	1179.74	1732.21	1377.24	1233.63	1257.81																	
P68104;Q5VTE0	P68104;Q5VTE0	EF1A1_HUMAN;EF1A3_HUMAN	EEF1A1;EEF1A1P5	Elongation factor 1-alpha 1	40852.9	37863.6	32265.2	30162.7	32640	27417.6	29280.9	36028.1	27266.3	32932.8	31180.2	24153.9	52601.3	42168.4	44660.9	41254	43784	26329.1	35513.9	42665.7	46026.2	40686.4	40072.8	44007.7		17931.5	27730.9	23881.6	25381.7	26516.3	27276.1	29048.7	27281.8	30026.9	30661.4	31732.5	26159.7	36158.8	36587.3	38309.3	37859.8
P68366	P68363;P68366;Q9BQE3;Q9H853;Q9NY65	TBA4A_HUMAN	TUBA4A	Tubulin alpha-4A chain	990.106	4126.18		1414.76	899.678	1511.22	1644.2			5522.77	603.366		2394.18	3320.67	3032.76	2382.85	1267.97	1554.79	2298.74	2348.65	1801.36	1950.21	2354.3	1932.01				943.13							2098.15	661.675			1630.63		1724.77
P68371	P68371;Q13885;Q9BVA1	TBB4B_HUMAN	TUBB4B	Tubulin beta-4B chain	10445.6	4442.65	8963.41	7712.57	8557.8	8415.2	8031.12	8626.38	5928.64	9463.09	9616.23	10367.7	9944.4	7802.12	9166.84	7034.78	8792.45	6878.29	7679.69	9358.65	8225.33	8604.04	7567.1	9041.22		6912	7262.19	5667.69	7325.85	6398.59	8032.38	7221.3	7662.96	7031.51	5113.78	6108.94	5128.2	6322.66	5393.52	5107.16	6625.29
P68431;P84243;Q16695;Q71DI3	P68431;P84243;Q16695;Q6NXT2;Q71DI3	H31T_HUMAN;H31_HUMAN;H32_HUMAN;H33_HUMAN	H3F3A;HIST1H3A;HIST2H3A;HIST3H3	Histone H3.1	35240.3	7386.62	22447.7	20601.6	20727.3	20759.4	24095.1	27492.8	27166.8	23911.4	59315.6	27709.9	27829.2	18615.7	25709	18192.3	19382.7	17045.7	24666.3	26303.9	15698.1	26821.5	17909.4	21234.8		17791.3	24082.7	15507.3	22634.9	24700.7	22716.4	28975.3	28928.3	26052.3	12057.2	21772.6	17390.2	40829.5	30189.8	21050.1	19169.3
P68871	P68871	HBB_HUMAN	HBB	Hemoglobin subunit beta	2690.46	874.142	2591	2537.94	2523.01	4064.27	1990.53	4326.18	1863.74	2147.16	1866.58	3463.03	1900.62	2167.17	2140.06	2076.91	1990.32	1768.37	2117.68	2430.32	1832.15	1984.53	1915.24	2171.21		2927.88	2205.52	1897.7	1660.9	1834.26	1513.92	2231.08		1778.49	1712.67	1087.6		1021.06		1583.27	1165.85
P78371	P78371	TCPB_HUMAN	CCT2	T-complex protein 1 subunit beta	1665.32	595.361	2050.9	1652.83	1681.73	1480.06	1916.96	1343.46		2086.69	1390.94	2424	1807.66	1832.39	1534.11	1571.78	1252.85	976.655	1864.13	1930.85	1482.23	1981.1	1686.78	1502.45		1799.02	1807.34	1678.67	1577.42	1904.83	1668.07	2076.64	1907.26	1899.36	1502.82	1590.03	1863.23	1994.24	1795.25	1857.5	1454.69
P78543	P78543	BTG2_HUMAN	BTG2	Protein BTG2	5177.52		5355.06	4001.53	5280.04	5527.02	6109.57	5822.31	3107.82	5842.68	5643.58	16549	5814.56	5897.27	8892.29	3665.52	7353.92	4436.06	5800	4424.5	5788.37	5493.96	3727.43	5097.31		3464.87	5312.55	4297.46	4086.18	4951.78	5051.79	6853.98	5864.63	5382.09	2791	4447.01		4209.04	4232.74	4876.78	4411.91
P80188	P80188	NGAL_HUMAN	LCN2	Neutrophil gelatinase-associated lipocalin	1775.2	1056.05		500.662				547.028								2447.44			480.989				836.648					1108.65							1002.02					1166.17	
P81605	P81605	DCD_HUMAN	DCD	Dermcidin	80443.6	29967.2	126509	77570.1	78966.8	86214	65005.9	329060	155323	119866	124449	155984	100592	75376.2	112094	64377	106925	111086	70846.6	94324.3	92518	87590.6	82453.2	78138.1		14744.9	23744.1	18549.5	16722.4	28306.4	18833	19329.8	27329.1	29832.4	24235.9	18104.4	31699.5	32895	29316.4	32011.3	32982.3
P84103	P84103;Q16629	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3	5628.85	1686.24	4786.31	4794.96	3637.91	3694.06	3846.16	2749.32	3905.59	4097.93	5622.06	5770	5213.76	5291.99	5611.44	4748.75	4234.31	3494.43	4726.89	4185.31	4732.6	5501.87	3779.44	5384.17			2414.42	3876.28		2699.22		4419.48		4935.01	4035.44	4408.57	6197.6	5170.52	3660.41	3666.58	3974.89
P99999	P99999	CYC_HUMAN	CYCS	Cytochrome c	427349	105692	396148	393682	375045	425191	399186	450202	408639	397472	356190	507522	362791	432631	480559	409862	522404	342964	488563	391796	498179	460013	327626	566680		324137	390565	299263	385335	410626	410800	396480	417869	553206	300797	530107	313651	474006	484335	407442	433904
Q00577	Q00577	PURA_HUMAN	PURA	Transcriptional activator protein Pur-alpha		780.802													909.692	851.392	915.013	1760.54																	2958.52						
Q00610	P53675;Q00610	CLH1_HUMAN	CLTC	Clathrin heavy chain 1		1291.77	1652.9	2046.2		1316.52		1032.74		1200.56	1607.05	4095.16	1734.75	1162.9	1074.62	1718.85	1306.73	1231.31	1612.08	1489.65	1674.06	1039.81	1776.8	1932.6						2702.96	2169.65	1803.19		2938.87	3029.02	2203.75	2208.76	2524.21	1964.04	2151.02	1986.71
Q00796	Q00796	DHSO_HUMAN	SORD	Sorbitol dehydrogenase	2910.84	1404.65			279.158								297.098			447.917	1646.29						1363.6								1463.42		1393.52							1738.21	
Q00839	Q00839	HNRPU_HUMAN	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	3109.43	1045.03	1974.36	2246.43	2419.52	2382	2640.4	2134.68	3642	2462.55	3214.99	1605.35	3216.82	2395.19	2981.34	3240.12	2516.4	2014.8	2911.89	3079.57	2041.55	3376.5	2990.36	3794.89		2631.06	4668.84	3084.97	4273.27	5083.1	3802.4	4129.08	3872.08	4702.38	2957.66	5730.18	3352.81	5095.98	3187.59	3911.3	3310.5
Q01105	P0DME0;Q01105	SET_HUMAN	SET	Protein SET	1611.43	1692.8	1565.47	1554.25		1609.26	1361.52	1310.08	1322.53	1538.8	1267.64	2059.13	1396.54	930.198	1167.65	2034.64	1293.51	1165.04	2175.39	1079.63	1324.96	1318.02	1310.62	1829.99		1856.95			1844.97						2971	2277.6	3342.43	1312.68	2016.87	2072.2	2115.83
Q01130;Q9BRL6	Q01130;Q9BRL6	SRSF2_HUMAN;SRSF8_HUMAN	SRSF2;SRSF8	Serine/arginine-rich splicing factor 2	5418	1342.16	3907.84	3737.13	4819.97	4467.61	4150.52	3608.71	5600.66	3406.75	5066.69	4626.83	6191.54	4769.29	5646.66	3763.92	4658.93	4493.78	6485.2	4888.15	5056.24	5006.25	4944.92	7018.88		14180.2	7681.6		8900.38	8023.92	6862.09	8035.68	6383.86	7276.22	10762.8	8688.91	7875.14	7935	6841.46	6904.02	6726.89
Q01469	Q01469	FABP5_HUMAN	FABP5	Fatty acid-binding protein 5	8040.12	8299.54	6268.61	5543.2	6789.43	12508.3	6582.88	9684.08	6824.21	5743.71	5651.98	5468.62	6135.21	6845.23	6182.59	11100	5952.77	6452.99	6634.89	9341.9	5338.89	5330.37	6816.08	7235.39		5858.58	4724.85	5858	4476.59	5342.27	5480.88	5882.1	5106.23	5271.28	4486.64	4804.65	3245.97	4700.74	3476.91	3592.28	4895.08
Q01518	P40123;Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	1224.33	1850.2	750.631	753.277	860.947	1404.97	1152.73	865.753		774.38	708.876		1584.44	1374.4	1292.67	1766.09	1024.99	883.361	1276.39	1487.66	1250.77	924.682	1296.22	1274.69		3620.51		5459.75			3747.33	4024.56	4987.66	1984.03	7964.32	4502.52		4200.23	4333.88	2509.88	4228.1
Q01546	Q01546	K22O_HUMAN	KRT76	Keratin, type II cytoskeletal 2 oral		775.609				1772.01				2570.17			4846.38		2719.71		701.658			4295.69		2434.84																			
Q01581	Q01581	HMCS1_HUMAN	HMGCS1	Hydroxymethylglutaryl-CoA synthase, cytoplasmic		340.36											607.528										428.007																		
